timestamp,traditional_velocity,lstm_refined_velocity,ground_truth,traditional_error,lstm_error
5563,-1.5260313181549088,-1.5260313181549088,-1.5917402542306292e-05,1.5260154007523665,1.5260154007523665
5565,-1.5259907440588418,-1.5259907440588418,-1.6882093605476372e-05,1.5259738619652363,1.5259738619652363
5567,-1.5259471329005034,-1.5259471329005034,-1.768600282478477e-05,1.5259294468976787,1.5259294468976787
5570,-1.5259026893375205,-1.5259026893375205,-1.832913020023149e-05,1.5258843602073202,1.5258843602073202
5572,-1.5258590603999744,-1.5258590603999744,-1.881147573181653e-05,1.5258402489242426,1.5258402489242426
5574,-1.525817351097718,-1.525817351097718,-1.913303941953989e-05,1.5257982180582985,1.5257982180582985
5576,-1.5257786236605457,-1.5257786236605457,-1.929382126340157e-05,1.5257593298392824,1.5257593298392824
5578,-1.5257443280904277,-1.5257443280904277,-1.929382126340157e-05,1.5257250342691644,1.5257250342691644
5580,-1.525716043124158,-1.525716043124158,-1.913303941953989e-05,1.5256969100847386,1.5256969100847386
5583,-1.5256948461668327,-1.5256948461668327,-1.881147573181653e-05,1.525676034691101,1.525676034691101
5585,-1.5256809123980801,-1.5256809123980801,-1.832913020023149e-05,1.5256625832678798,1.5256625832678798
5587,-1.5256732954069596,-1.5256732954069596,-1.768600282478477e-05,1.525655609404135,1.525655609404135
5590,-1.5256697581428011,-1.5256697581428011,-1.6882093605476372e-05,1.5256528760491956,1.5256528760491956
5592,-1.5256670704164947,-1.5256670704164947,-1.5917402542306292e-05,1.5256511530139525,1.5256511530139525
5594,-1.5256619820832367,-1.5256619820832367,-1.4791929635274533e-05,1.5256471901536013,1.5256471901536013
5596,-1.5256524605548427,-1.5256524605548427,-1.3505674884381095e-05,1.5256389548799583,1.5256389548799583
5599,-1.5256386520538074,-1.5256386520538074,-1.2058638289625976e-05,1.5256265934155178,1.5256265934155178
5601,-1.525623101193195,-1.525623101193195,-1.0450819851009178e-05,1.525612650373344,1.525612650373344
5603,-1.5256099993455756,-1.5256099993455756,-8.6822195685307e-06,1.525601317126007,1.525601317126007
5605,-1.5256038163927204,-1.5256038163927204,-6.752837442190541e-06,1.5255970635552782,1.5255970635552782
5607,-1.5256080840729194,-1.5256080840729194,-4.662673471988703e-06,1.5256034213994474,1.5256034213994474
5609,-1.525624803917091,-1.525624803917091,-2.411727657925185e-06,1.525622392189433,1.525622392189433
5612,-1.5256543872993198,-1.5256543872993198,1.2071186408280637e-20,1.5256543872993198,1.5256543872993198
5614,-1.5256957677557246,-1.5256957677557246,2.411727657925209e-06,1.5256981794833826,1.5256981794833826
5616,-1.5257464430122678,-1.5257464430122678,4.662673471988727e-06,1.5257511056857398,1.5257511056857398
5618,-1.5258026205813455,-1.5258026205813455,6.752837442190565e-06,1.5258093734187876,1.5258093734187876
5620,-1.525859806728815,-1.525859806728815,8.682219568530725e-06,1.5258684889483836,1.5258684889483836
5622,-1.5259135611959684,-1.5259135611959684,1.0450819851009203e-05,1.5259240120158195,1.5259240120158195
5625,-1.5259596979654033,-1.5259596979654033,1.2058638289626e-05,1.525971756603693,1.525971756603693
5627,-1.5259942651070313,-1.5259942651070313,1.350567488438112e-05,1.5260077707819157,1.5260077707819157
5629,-1.5260143282603629,-1.5260143282603629,1.4791929635274557e-05,1.5260291201899983,1.5260291201899983
5632,-1.5260190948705294,-1.5260190948705294,1.5917402542306315e-05,1.5260350122730717,1.5260350122730717
5634,-1.526010018488288,-1.526010018488288,1.6882093605476396e-05,1.5260269005818936,1.5260269005818936
5636,-1.5259899624127313,-1.5259899624127313,1.7686002824784795e-05,1.526007648415556,1.526007648415556
5639,-1.5259625662846692,-1.5259625662846692,2.074085785815671e-05,1.5259833071425273,1.5259833071425273
5641,-1.525931951019614,-1.525931951019614,2.3474149203805265e-05,1.5259554251688179,1.5259554251688179
5643,-1.5259019856987344,-1.5259019856987344,2.5885876861730463e-05,1.5259278715755962,1.5259278715755962
5645,-1.5258751586329042,-1.5258751586329042,2.7976040831932305e-05,1.5259031346737362,1.5259031346737362
5647,-1.525851960515919,-1.525851960515919,2.9744641114410785e-05,1.5258817051570335,1.5258817051570335
5649,-1.5258313106728414,-1.5258313106728414,3.11916777091659e-05,1.5258625023505505,1.5258625023505505
5652,-1.5258115170248963,-1.5258115170248963,3.2317150616197664e-05,1.5258438341755125,1.5258438341755125
5654,-1.5257908182591566,-1.5257908182591566,3.3121059835506054e-05,1.525823939318992,1.525823939318992
5656,-1.5257675637253105,-1.5257675637253105,3.360340536709109e-05,1.5258011671306777,1.5258011671306777
5658,-1.5257408079260086,-1.5257408079260086,3.376418721095278e-05,1.5257745721132197,1.5257745721132197
5660,-1.5257110402268967,-1.5257110402268967,3.360340536709109e-05,1.525744643632264,1.525744643632264
5662,-1.5256800660426222,-1.5256800660426222,3.3121059835506054e-05,1.5257131871024576,1.5257131871024576
5664,-1.5256501633338684,-1.5256501633338684,3.2317150616197664e-05,1.5256824804844846,1.5256824804844846
5667,-1.525623454541283,-1.525623454541283,3.11916777091659e-05,1.5256546462189922,1.5256546462189922
5669,-1.5256016764940612,-1.5256016764940612,2.9744641114410785e-05,1.5256314211351756,1.5256314211351756
5671,-1.5255859530314186,-1.5255859530314186,2.7976040831932305e-05,1.5256139290722506,1.5256139290722506
5673,-1.5255766448310686,-1.5255766448310686,2.5885876861730463e-05,1.5256025307079304,1.5256025307079304
5676,-1.5255735069856196,-1.5255735069856196,2.3474149203805265e-05,1.5255969811348233,1.5255969811348233
5678,-1.5255759638975968,-1.5255759638975968,2.074085785815671e-05,1.5255967047554548,1.5255967047554548
5681,-1.5255832802788598,-1.5255832802788598,1.7686002824784792e-05,1.5256009662816845,1.5256009662816845
5683,-1.525594622615396,-1.525594622615396,1.929382126340159e-05,1.5256139164366593,1.5256139164366593
5685,-1.525609061598332,-1.525609061598332,2.0580076014295027e-05,1.5256296416743462,1.5256296416743462
5687,-1.525625606184851,-1.525625606184851,2.1544767077465107e-05,1.5256471509519285,1.5256471509519285
5689,-1.5256432902718537,-1.5256432902718537,2.218789445291183e-05,1.5256654781663066,1.5256654781663066
5691,-1.5256613439516462,-1.5256613439516462,2.250945814063519e-05,1.5256838534097867,1.5256838534097867
5694,-1.5256795629597857,-1.5256795629597857,2.250945814063519e-05,1.5257020724179262,1.5257020724179262
5696,-1.525698629209181,-1.525698629209181,2.218789445291183e-05,1.5257208171036338,1.5257208171036338
5698,-1.5257199027991848,-1.5257199027991848,2.1544767077465107e-05,1.5257414475662623,1.5257414475662623
5700,-1.5257447938514974,-1.5257447938514974,2.0580076014295027e-05,1.5257653739275117,1.5257653739275117
5702,-1.5257743308239244,-1.5257743308239244,2.170554892132679e-05,1.5257960363728458,1.5257960363728458
5704,-1.525808953346656,-1.525808953346656,2.2348676296773507e-05,1.5258313020229526,1.5258313020229526
5706,-1.5258479389998576,-1.5258479389998576,2.5081967642422064e-05,1.5258730209675,1.5258730209675
5709,-1.5258887340396274,-1.5258887340396274,2.7493695300347265e-05,1.5259162277349279,1.5259162277349279
5711,-1.525927270372939,-1.525927270372939,2.9583859270549104e-05,1.5259568542322095,1.5259568542322095
5713,-1.5259591989106038,-1.5259591989106038,3.1352459553027584e-05,1.5259905513701568,1.5259905513701568
5715,-1.5259808141455031,-1.5259808141455031,3.2799496147782705e-05,1.526013613641651,1.526013613641651
5718,-1.5259893560220361,-1.5259893560220361,3.3924969054814456e-05,1.526023280991091,1.526023280991091
5720,-1.525983450678265,-1.525983450678265,3.472887827412285e-05,1.526018179556539,1.526018179556539
5723,-1.5259638028366136,-1.5259638028366136,3.52112238057079e-05,1.5259990140604194,1.5259990140604194
5725,-1.5259333468658411,-1.5259333468658411,3.537200564956958e-05,1.5259687188714908,1.5259687188714908
5727,-1.525896428736583,-1.525896428736583,3.52112238057079e-05,1.5259316399603888,1.5259316399603888
5729,-1.5258575368817793,-1.5258575368817793,3.472887827412285e-05,1.5258922657600533,1.5258922657600533
5731,-1.5258204537904423,-1.5258204537904423,3.3924969054814456e-05,1.5258543787594971,1.5258543787594971
5733,-1.5257881085374154,-1.5257881085374154,3.2799496147782705e-05,1.5258209080335632,1.5258209080335632
5736,-1.5257626260522665,-1.5257626260522665,3.1352459553027584e-05,1.5257939785118195,1.5257939785118195
5738,-1.5257451469164858,-1.5257451469164858,2.9583859270549104e-05,1.5257747307757563,1.5257747307757563
5740,-1.5257356745454211,-1.5257356745454211,2.7493695300347265e-05,1.5257631682407216,1.5257631682407216
5742,-1.5257333248709037,-1.5257333248709037,2.5081967642422064e-05,1.5257584068385461,1.5257584068385461
5744,-1.5257368410491035,-1.5257368410491035,2.2348676296773507e-05,1.5257591897254001,1.5257591897254001
5746,-1.5257450079258832,-1.5257450079258832,1.929382126340159e-05,1.5257643017471465,1.5257643017471465
5748,-1.5257567674123673,-1.5257567674123673,1.5917402542306312e-05,1.5257726848149096,1.5257726848149096
5751,-1.5257711322695098,-1.5257711322695098,1.4791929635274554e-05,1.5257859241991452,1.5257859241991452
5753,-1.5257872822883671,-1.5257872822883671,1.3505674884381116e-05,1.5258007879632516,1.5258007879632516
5755,-1.5258049558357485,-1.5258049558357485,1.4470365947551196e-05,1.525819426201696,1.525819426201696
5757,-1.5258246312755261,-1.5258246312755261,1.5113493322997914e-05,1.5258397447688492,1.5258397447688492
5760,-1.5258470210540007,-1.5258470210540007,1.5435057010721272e-05,1.5258624561110115,1.5258624561110115
5762,-1.525872179611519,-1.525872179611519,1.5435057010721272e-05,1.5258876146685298,1.5258876146685298
5765,-1.5258990448355436,-1.5258990448355436,1.5113493322997914e-05,1.5259141583288667,1.5259141583288667
5767,-1.525925751353054,-1.525925751353054,1.4470365947551196e-05,1.5259402217190015,1.5259402217190015
5769,-1.525950305972449,-1.525950305972449,1.3505674884381116e-05,1.5259638116473335,1.5259638116473335
5771,-1.525971205371109,-1.525971205371109,1.4791929635274554e-05,1.5259859973007444,1.5259859973007444
5773,-1.525987949453571,-1.525987949453571,1.5917402542306312e-05,1.5260038668561133,1.5260038668561133
5775,-1.5260013135489354,-1.5260013135489354,1.6882093605476393e-05,1.526018195642541,1.526018195642541
5778,-1.5260130596278134,-1.5260130596278134,1.7686002824784792e-05,1.5260307456306381,1.5260307456306381
5780,-1.5260252271356205,-1.5260252271356205,1.832913020023151e-05,1.5260435562658208,1.5260435562658208
5782,-1.5260394773501744,-1.5260394773501744,1.881147573181655e-05,1.5260582888259062,1.5260582888259062
5784,-1.5260565941221955,-1.5260565941221955,1.9133039419539913e-05,1.526075727161615,1.526075727161615
5786,-1.526076096378318,-1.526076096378318,1.929382126340159e-05,1.5260953901995813,1.5260953901995813
5788,-1.5260962975499812,-1.5260962975499812,1.929382126340159e-05,1.5261155913712445,1.5261155913712445
5790,-1.5261151410253533,-1.5261151410253533,1.9133039419539913e-05,1.5261342740647728,1.5261342740647728
5793,-1.5261313939144383,-1.5261313939144383,1.881147573181655e-05,1.52615020539017,1.52615020539017
5795,-1.526145297583787,-1.526145297583787,1.832913020023151e-05,1.5261636267139873,1.5261636267139873
5797,-1.5261582865401282,-1.5261582865401282,1.7686002824784792e-05,1.526175972542953,1.526175972542953
5799,-1.526172308659772,-1.526172308659772,1.6882093605476393e-05,1.5261891907533776,1.5261891907533776
5801,-1.5261894332004666,-1.5261894332004666,1.5917402542306312e-05,1.5262053506030089,1.5262053506030089
5805,-1.5262114666079378,-1.5262114666079378,1.4791929635274554e-05,1.5262262585375732,1.5262262585375732
5807,-1.5262390079277741,-1.5262390079277741,1.3505674884381116e-05,1.5262525136026586,1.5262525136026586
5809,-1.526270596058331,-1.526270596058331,1.2058638289625997e-05,1.5262826546966206,1.5262826546966206
5811,-1.5263030220041718,-1.5263030220041718,1.04508198510092e-05,1.5263134728240229,1.5263134728240229
5813,-1.526332546372747,-1.526332546372747,8.68221956853072e-06,1.5263412285923157,1.5263412285923157
5815,-1.526355916920184,-1.526355916920184,6.752837442190563e-06,1.526362669757626,1.526362669757626
5817,-1.526370860052356,-1.526370860052356,4.662673471988726e-06,1.526375522725828,1.526375522725828
5820,-1.5263763860261712,-1.5263763860261712,2.4117276579252086e-06,1.5263787977538292,1.5263787977538292
5822,-1.5263729352276214,-1.5263729352276214,1.1541748407917452e-20,1.5263729352276214,1.5263729352276214
5824,-1.52636209720171,-1.52636209720171,1.1541748407917452e-20,1.52636209720171,1.52636209720171
5826,-1.5263459051425723,-1.5263459051425723,-2.4117276579251853e-06,1.5263434934149143,1.5263434934149143
5828,-1.5263262165502045,-1.5263262165502045,-4.662673471988703e-06,1.5263215538767325,1.5263215538767325
5830,-1.5263045989318549,-1.5263045989318549,-6.752837442190541e-06,1.5262978460944128,1.5262978460944128
5833,-1.5262824201777163,-1.5262824201777163,-8.6822195685307e-06,1.5262737379581477,1.5262737379581477
5835,-1.526260666416048,-1.526260666416048,-1.0450819851009178e-05,1.526250215596197,1.526250215596197
5837,-1.526239714428014,-1.526239714428014,-1.2058638289625976e-05,1.5262276557897243,1.5262276557897243
5839,-1.5262194002922715,-1.5262194002922715,-1.3505674884381095e-05,1.526205894617387,1.526205894617387
5841,-1.5261990215010075,-1.5261990215010075,-1.7203657293199728e-05,1.5261818178437143,1.5261818178437143
5843,-1.526177213168196,-1.526177213168196,-2.0580076014295006e-05,1.5261566330921819,1.5261566330921819
5847,-1.5261522352861112,-1.5261522352861112,-2.3634931047666923e-05,1.5261286003550636,1.5261286003550636
5849,-1.526122578435238,-1.526122578435238,-2.636822239331548e-05,1.5260962102128446,1.5260962102128446
5851,-1.5260874140817642,-1.5260874140817642,-2.8779950051240678e-05,1.5260586341317128,1.5260586341317128
5853,-1.5260468472232767,-1.5260468472232767,-3.087011402144251e-05,1.5260159771092552,1.5260159771092552
5855,-1.526001987005977,-1.526001987005977,-3.2638714303921e-05,1.525969348291673,1.525969348291673
5857,-1.5259547387525347,-1.5259547387525347,-3.4085750898676114e-05,1.525920653001636,1.525920653001636
5859,-1.5259072895445291,-1.5259072895445291,-3.521122380570787e-05,1.5258720783207234,1.5258720783207234
5862,-1.5258613319149097,-1.5258613319149097,-3.6015133025016275e-05,1.5258253167818847,1.5258253167818847
5864,-1.5258174945430727,-1.5258174945430727,-3.6497478556601315e-05,1.5257809970645162,1.5257809970645162
5866,-1.525775541929702,-1.525775541929702,-3.6658260400462986e-05,1.5257388836693015,1.5257388836693015
5868,-1.525735077927115,-1.525735077927115,-3.6497478556601315e-05,1.5256985804485586,1.5256985804485586
5870,-1.5256961862767788,-1.5256961862767788,-3.6015133025016275e-05,1.5256601711437539,1.5256601711437539
5872,-1.5256600006854777,-1.5256600006854777,-3.521122380570787e-05,1.525624789461672,1.525624789461672
5875,-1.5256291264881636,-1.5256291264881636,-3.4085750898676114e-05,1.525595040737265,1.525595040737265
5877,-1.5256073182179533,-1.5256073182179533,-3.2638714303921e-05,1.5255746795036493,1.5255746795036493
5879,-1.5255982676310773,-1.5255982676310773,-3.087011402144251e-05,1.5255673975170558,1.5255673975170558
5881,-1.5256041823733324,-1.5256041823733324,-2.8779950051240678e-05,1.525575402423281,1.525575402423281
5883,-1.525624873434296,-1.525624873434296,-2.636822239331548e-05,1.5255985052119028,1.5255985052119028
5885,-1.5256576747018578,-1.5256576747018578,-2.3634931047666923e-05,1.5256340397708101,1.5256340397708101
5889,-1.5256980837919902,-1.5256980837919902,-2.0580076014295003e-05,1.525677503715976,1.525677503715976
5891,-1.5257409313726629,-1.5257409313726629,-1.7203657293199728e-05,1.5257237277153697,1.5257237277153697
5893,-1.5257818573148272,-1.5257818573148272,-1.5917402542306292e-05,1.525765939912285,1.525765939912285
5895,-1.5258182969152174,-1.5258182969152174,-1.6721311761614688e-05,1.5258015756034558,1.5258015756034558
5897,-1.5258493489139493,-1.5258493489139493,-1.7203657293199725e-05,1.5258321452566561,1.5258321452566561
5899,-1.5258749778002545,-1.5258749778002545,-1.7364439137061406e-05,1.5258576133611175,1.5258576133611175
5901,-1.5258952895787128,-1.5258952895787128,-1.7203657293199725e-05,1.5258780859214196,1.5258780859214196
